month,district,count,mean,std,min,50%,80%,90%,max
2,嘉定,2509.0,4703.624153049023,2688.1210169011574,1500.0,4140.0,5600.0,6800.0,45000.0
2,奉贤,851.0,2994.560517038778,1302.6133712129592,1000.0,2800.0,3600.0,4200.0,17000.0
2,宝山,3762.0,4942.132376395534,2178.392152758138,700.0,4500.0,6000.0,7200.0,35000.0
2,崇明,343.0,2316.116618075802,1838.8514080752534,500.0,2000.0,3000.0,3500.0,20000.0
2,徐汇,3269.0,9187.944325481798,8042.527487395756,2100.0,6519.0,12000.0,16500.0,150000.0
2,普陀,2828.0,7319.003182461103,4925.732271876933,800.0,5600.0,9000.0,13000.0,65000.0
2,杨浦,2472.0,6667.508899676375,4640.280656266511,2500.0,5390.0,7658.000000000002,10479.000000000018,68000.0
2,松江,2934.0,5783.763462849352,4682.264618646922,1200.0,4600.0,6690.0,9000.0,78000.0
2,浦东,1587.0,7970.712035286704,7450.481648716163,1300.0,5800.0,8500.0,14000.0,100000.0
2,虹口,1686.0,8111.473309608541,13451.452173253148,2100.0,5800.0,10000.0,13725.0,500000.0
2,金山,505.0,2608.952475247525,1136.6904871643521,600.0,2500.0,3200.0,3800.0,10000.0
2,长宁,2730.0,9815.379487179487,8097.360676831024,2288.0,6630.0,13000.0,19000.0,110000.0
2,闵行,4016.0,7376.664840637451,7940.316623687141,700.0,5600.0,8500.0,12000.0,300000.0
2,青浦,1914.0,8288.128526645767,10532.695749492437,1500.0,4700.0,9500.0,17500.0,150000.0
2,静安,3260.0,9065.601840490797,7707.503354793782,2200.0,6500.0,12000.0,17000.0,158000.0
2,黄浦,1651.0,13622.531798909751,13841.161227494727,2100.0,8890.0,17500.0,25000.0,150000.0
3,嘉定,3532.0,4721.872593431483,2523.3237695233843,1400.0,4200.0,5700.0,6884.0000000000055,45000.0
3,奉贤,1229.0,3010.120423108218,1352.2102970473427,1000.0,2800.0,3600.0,4300.0,17000.0
3,宝山,5348.0,4944.884442782349,2217.627403392609,600.0,4500.0,6000.0,7200.0,35000.0
3,崇明,488.0,2336.1331967213114,1887.2492277174058,500.0,2000.0,3000.0,3730.000000000001,20000.0
3,徐汇,4581.0,9101.813796114386,7691.947760187372,2200.0,6530.0,11500.0,16500.0,150000.0
3,普陀,4014.0,7328.287493771799,4800.381354883488,1200.0,5660.0,9012.000000000004,13000.0,65000.0
3,杨浦,3589.0,6593.28113680691,4397.185785417212,1000.0,5330.0,7800.0,10000.0,65000.0
3,松江,4055.0,5628.958816276202,4397.901532046314,1000.0,4500.0,6500.0,8500.0,78000.0
3,浦东,2452.0,8151.596655791191,7971.530770908127,1400.0,5800.0,9000.0,15000.0,100000.0
3,虹口,2408.0,7974.642441860465,11262.62841033303,2100.0,5800.0,10800.0,13695.000000000027,500000.0
3,金山,651.0,2583.8709677419356,1089.7092563271462,800.0,2500.0,3200.0,3800.0,10000.0
3,长宁,3567.0,9619.27950658817,7641.519052976128,2188.0,6700.0,13000.0,18000.0,110000.0
3,闵行,5728.0,7228.808484636871,7450.617657839414,700.0,5590.0,8500.0,11500.0,300000.0
3,青浦,2537.0,7972.026409144659,9805.856118210846,1500.0,4600.0,9480.000000000018,16000.0,136000.0
3,静安,4472.0,8989.334302325582,7395.693880608461,1900.0,6500.0,12000.0,17000.0,158000.0
3,黄浦,2161.0,13159.440999537252,12650.074174001677,2200.0,8830.0,17000.0,25000.0,130000.0
4,嘉定,1936.0,4708.12964876033,2536.4003057149894,1500.0,4186.0,5712.0,7000.0,36000.0
4,奉贤,770.0,2999.0974025974024,1407.2293281188472,900.0,2777.0,3600.0,4300.0,17000.0
4,宝山,3011.0,4887.952839588177,2238.1076636422627,600.0,4410.0,6000.0,7100.0,28500.0
4,崇明,385.0,2293.4311688311686,1989.250581527955,500.0,2000.0,3000.0,3600.0,20000.0
4,徐汇,2645.0,9335.015122873347,7735.482131116988,2000.0,6700.0,12000.0,17000.0,138000.0
4,普陀,2076.0,7515.540462427745,5012.048886270166,2200.0,5700.0,9900.0,13500.0,65000.0
4,杨浦,1943.0,6662.850231600618,4427.7862293243015,1000.0,5300.0,8000.0,10959.99999999999,43000.0
4,松江,2493.0,5710.504211793021,4488.874059707941,1200.0,4600.0,6730.000000000007,8884.000000000015,55000.0
4,浦东,1007.0,9081.589870903674,10831.81363428899,1600.0,5850.0,10000.0,17000.0,150000.0
4,虹口,1359.0,7978.061810154525,6040.0703566848015,2100.0,5800.0,11000.0,14000.0,108000.0
4,金山,451.0,2546.447893569845,1134.5968971161312,800.0,2400.0,3200.0,3600.0,10000.0
4,长宁,2122.0,9949.551837888785,7635.0910736772785,2188.0,6835.0,13800.0,20000.0,71280.0
4,闵行,3161.0,7654.242328377096,7329.9954862173845,1800.0,5600.0,8900.0,12800.0,105000.0
4,青浦,1690.0,8226.629585798817,10059.469962510711,1300.0,4690.0,10000.0,18000.0,100000.0
4,静安,2667.0,9206.17847769029,7228.152426036354,2350.0,6730.0,12500.0,18000.0,80000.0
4,黄浦,1275.0,13650.386666666667,12877.114673857803,2200.0,9500.0,18000.0,25000.0,150000.0
